OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
601,Minor Trail,BARTRAMS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.02945097,,N,61.7405619716868
602,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01763349,,N,36.9855999544696
603,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0122357,,N,25.7308080186419
604,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01195591,,N,25.1397107560197
605,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00973994,,N,20.4262247598586
606,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00968719,,N,20.3155731790961
607,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0543483,,N,114.13214012404
608,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02939725,,N,61.8159301793649
609,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.013844,,N,29.1189506094746
610,Bartrams Driveway,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.19518103,,N,409.286689615281
611,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00850542,,N,17.8369200709318
612,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01662195,,N,34.9048103743908
613,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01606927,,N,33.7428062273576
614,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01481358,,N,31.0730995947652
615,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02851141,,N,59.9336248653293
616,Minor Trail,BARTRAMS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09038856,,N,189.643094155332
617,Minor Trail,BARTRAMS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09093608,,N,191.135806492592
618,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01352147,,N,28.4307480025706
619,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,Y,Y,N,N,0.14310787,,N,300.107251135237
620,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,MINOR,HARD,EXISTING,,Y,Y,N,Y,Y,N,N,0.09794302,,N,206.050108343008
621,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.01765632,,N,37.0153417542632
622,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.05193252,,N,109.20016809041
623,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.02591339,,N,54.4785252718905
624,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.01929807,,N,40.5060582994135
625,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.01763871,,N,37.0020718808247
626,Minor Trail,COBBS_HADDINGTON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04158754,,N,87.1849896387926
627,Minor Trail,MORRIS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.08459621,,N,178.048236117099
628,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.27568719,,N,579.306418506513
629,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.33444524,,N,703.196195769618
630,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.04633953,,N,97.2466247717326
631,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0651125,,N,136.654993746971
632,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01806452,,N,37.9249631700887
633,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.39240513,,N,824.007414331964
634,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.05909095,,N,124.215002182505
635,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.09908706,,N,207.85339481173
636,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0797922,,N,167.893678953851
637,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.11310469,,N,237.988044440983
638,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.12986171,,N,273.307714912277
639,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0395289,,N,82.9040514204664
640,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.05457757,,N,114.883251834825
641,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.07017389,,N,147.443165255389
642,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.10941138,,N,230.131766883972
643,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.06354904,,N,133.322348291947
644,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.33476153,,N,705.175693906339
645,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.08442903,,N,177.246602530747
646,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.13308924,,N,279.799644929984
647,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.06549565,,N,137.756318126272
648,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01712804,,N,35.9274789994954
649,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0127628,,N,26.7867733257765
650,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.09429175,,N,198.137254075443
651,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0083641,,N,17.5732780429981
652,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.03591041,,N,75.3996261473001
653,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.02413365,,N,50.661102852587
654,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.04277435,,N,89.9031503613526
655,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.02066361,,N,43.3854560076624
656,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.03437564,,N,72.362480703475
657,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.07579052,,N,159.397307366148
658,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.1645492,,N,346.163443011447
659,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01139444,,N,23.9657766078268
660,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.05436516,,N,114.230914652592
661,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01498974,,N,31.4750486188278
662,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.04982336,,N,104.787247074973
663,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02751129,,N,57.9962459589652
664,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06472325,,N,136.355442597449
665,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.15832555,,N,332.556435286958
666,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01519089,,N,31.9085449052089
667,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.05356127,,N,112.550167955633
668,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01753934,,N,36.906324014447
669,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01344705,,N,28.2209365134381
670,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01213044,,N,25.5213579315144
671,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.00786988,,N,16.5694178706254
672,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.10327141,,N,217.383369387831
673,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.25822201,,N,543.373522076642
674,Minor Trail,MORRIS,,,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.06369838,,N,133.942837779158
675,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.16229228,,N,340.866361877557
676,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03951188,,N,82.9375964426786
677,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00711092,,N,14.9630962697764
678,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04300189,,N,90.3609842800136
679,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15397294,,N,323.623026490156
680,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02814609,,N,59.1221471867685
681,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07573471,,N,159.412475397457
682,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01405091,,N,29.5907367832224
683,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02238471,,N,47.1603092805897
684,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01309759,,N,27.5566528094354
685,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02576624,,N,54.1592883475733
686,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04805201,,N,101.251640024437
687,Minor Trail,TACONY_FRANKFORD,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03798368,,N,80.043231385782
688,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14910189,,N,314.023292281233
689,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00932589,,N,19.5777906628271
690,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17657096,,N,372.091888590911
691,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06946414,,N,145.854968929535
692,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05410354,,N,113.899568886685
693,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02785607,,N,58.6781819754856
694,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03019464,,N,63.4648450103094
695,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.40494762,,N,852.805061263039
696,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13105572,,N,275.327285736088
697,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10682559,,N,224.607976594729
698,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02732829,,N,57.3962852251401
699,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.42924469,,N,902.998091830388
700,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0637117,,N,134.118507984846
701,Wooden Bridge Run Bridge,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0114537,,N,24.0582702326699
702,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1455435,,N,306.269179509773
703,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19030437,,N,399.901054736521
704,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07631941,,N,160.72137350884
705,Minor Trail,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07464603,,N,156.735105096957
706,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0308133,,N,64.7173415543901
707,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05086951,,N,107.006374498854
708,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.044459,,N,93.3797560570757
709,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06111007,,N,128.642379543161
710,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04002471,,N,84.2168444172097
711,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03520219,,N,74.0600832346018
712,Minor Trail,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08039932,,N,169.114939548792
713,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.44660543,,N,939.146943764626
714,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.158969,,N,333.924504791735
715,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.77142536,"Does not look like trail; follows deer fence",N,1623.32284278265
716,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06930666,,N,145.899249925085
717,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16557047,,N,348.06809197964
718,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02434395,,N,51.1789555105166
719,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.19346385,,N,406.723014803027
720,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00908422,,N,19.0823462573732
721,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05412895,,N,114.074909162336
722,Minor Trail,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.13707919,,N,288.654918574058
723,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.54848356,,N,1152.92910752497
724,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08869355,,N,186.56331987826
725,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.72505193,,N,1527.03169137685
726,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.62730869,,N,1320.95661281528
727,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06596341,,N,139.057579677185
728,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0526793,,N,110.907594462766
729,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12085714,,N,254.151791262702
730,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0351967,,N,74.0542164589428
731,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01719186,,N,36.1084969033164
732,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.24170693,,N,508.268202571128
733,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0727755,,N,153.197105621591
734,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.35777869,,N,752.519099148544
735,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05691535,,N,119.804186651618
736,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01734498,,N,36.4088695296341
737,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01550242,,N,32.6671354339939
738,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07378452,,N,155.124886642454
739,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02319057,,N,48.7606028063192
740,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.32111758,,N,674.46627079038
741,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04243366,,N,89.3364703153601
742,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05122417,,N,107.698325746002
743,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01874421,,N,39.4684279980304
744,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12350538,,N,259.589623868461
745,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07608581,,N,160.211651695814
746,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10123603,,N,213.322155275717
747,Minor Trail,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04555058,,N,95.930359183537
748,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02637905,,N,55.5156789690493
749,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08136508,,N,171.18577119732
750,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1237802,,N,260.78842233578
751,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0837376,,N,176.342973049237
752,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.28463336,,N,598.658305998522
753,Sandy Run Bridge,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01984284,,N,41.8185471345222
754,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.319405,,N,671.617258426548
755,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19809811,,N,416.343908961799
756,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1224377,,N,257.481730824947
757,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00827005,,N,17.3879207132845
758,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16725655,,N,352.314905152989
759,Baxter Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00655355,,N,13.7687901576813
760,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.3859204,,N,813.045188093779
761,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0214332,,N,45.0440318785524
762,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1750427,,N,368.393014282721
763,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08456185,,N,177.956192182926
764,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0696096,,N,146.601443195844
765,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.047556,,N,100.041453130811
766,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02623157,,N,55.1228129759919
767,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14443762,,N,303.817349566138
768,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05866796,,N,123.287865238772
769,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0801717,,N,168.849591620854
770,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12987168,,N,273.299719810396
771,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04802376,,N,100.894747879993
772,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08175443,,N,172.017975822405
773,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04436622,,N,93.4058894751502
774,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04345851,,N,91.4145213631252
775,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0328639,,N,69.0324732737239
776,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02860408,,N,60.2972062189138
777,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09663049,,N,203.273794304096
778,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09926857,,N,208.722674288473
779,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09434163,,N,198.438806972104
780,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04193264,,N,88.2025964218445
781,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02343353,,N,49.2544709772403
782,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04769633,,N,100.187553820757
783,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03577695,,N,75.3597016327449
784,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03672308,,N,77.30431838025
785,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0152371,,N,32.0725747085808
786,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03209324,,N,67.4830472018989
787,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2286278,,N,481.242159979854
